arrest_date,a_age,a_gender,a_race,v_age,v_gender,v_race,crime,weapon
7/11/2011 0:00,33,M,Black or African American,,M,Black or African American,Murder and Nonnegligent Manslaughter,Other
7/11/2011 0:00,22,F,Black or African American,,M,Black or African American,Murder and Nonnegligent Manslaughter,Other
7/11/2011 0:00,18,M,Black or African American,22,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
7/13/2011 0:00,21,M,Black or African American,22,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
7/14/2011 0:00,27,M,White,21,M,White,Murder and Nonnegligent Manslaughter,Firearm
7/14/2011 0:00,27,M,White,27,M,White,Murder and Nonnegligent Manslaughter,Firearm
7/14/2011 0:00,29,M,White,21,M,White,Murder and Nonnegligent Manslaughter,Firearm
7/14/2011 0:00,29,M,White,27,M,White,Murder and Nonnegligent Manslaughter,Firearm
7/14/2011 0:00,24,M,White,21,M,White,Murder and Nonnegligent Manslaughter,Firearm
7/14/2011 0:00,24,M,White,27,M,White,Murder and Nonnegligent Manslaughter,Firearm
7/14/2011 0:00,18,M,Black or African American,20,F,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
7/15/2011 0:00,41,M,White,41,F,White,Murder and Nonnegligent Manslaughter,Asphyxiation
7/16/2011 0:00,19,M,Black or African American,19,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
7/16/2011 0:00,19,M,Black or African American,19,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
7/16/2011 0:00,19,M,Black or African American,18,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
7/16/2011 0:00,19,M,Black or African American,18,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
7/16/2011 0:00,19,M,Black or African American,18,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
7/16/2011 0:00,19,M,Black or African American,18,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
7/17/2011 0:00,38,M,White,34,M,White,Murder and Nonnegligent Manslaughter,Knife/Cutting Instrument
7/17/2011 0:00,38,M,White,34,M,White,Murder and Nonnegligent Manslaughter,Knife/Cutting Instrument
7/18/2011 0:00,21,M,Black or African American,43,M,White,Murder and Nonnegligent Manslaughter,Motor Vehicle
7/18/2011 0:00,23,F,Black or African American,21,F,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
7/21/2011 0:00,28,M,White,21,M,White,Murder and Nonnegligent Manslaughter,Firearm
7/21/2011 0:00,28,M,White,27,M,White,Murder and Nonnegligent Manslaughter,Firearm
7/21/2011 0:00,60,M,White,48,M,White,Murder and Nonnegligent Manslaughter,Knife/Cutting Instrument
7/21/2011 0:00,60,M,White,48,M,White,Murder and Nonnegligent Manslaughter,Handgun
7/21/2011 0:00,24,M,Black or African American,20,F,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
7/21/2011 0:00,24,M,Black or African American,20,F,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
7/21/2011 0:00,24,M,Black or African American,24,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
7/21/2011 0:00,24,M,Black or African American,24,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
7/21/2011 0:00,24,M,Black or African American,23,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
7/21/2011 0:00,24,M,Black or African American,23,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
7/23/2011 0:00,27,F,Black or African American,33,M,Black or African American,Murder and Nonnegligent Manslaughter,Knife/Cutting Instrument
7/24/2011 0:00,60,F,White,69,M,White,Murder and Nonnegligent Manslaughter,Handgun
7/26/2011 0:00,22,M,White,45,M,White,Murder and Nonnegligent Manslaughter,Handgun
7/26/2011 0:00,20,M,White,45,M,White,Murder and Nonnegligent Manslaughter,Handgun
7/27/2011 0:00,19,M,White,15,M,White,Murder and Nonnegligent Manslaughter,Handgun
7/27/2011 0:00,19,M,White,13,M,White,Murder and Nonnegligent Manslaughter,Handgun
7/27/2011 0:00,19,M,White,16,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
7/29/2011 0:00,29,M,Black or African American,17,M,White,Murder and Nonnegligent Manslaughter,Handgun
7/30/2011 0:00,24,M,Black or African American,23,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
7/30/2011 0:00,24,M,Black or African American,23,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
7/30/2011 0:00,24,M,Black or African American,37,F,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
7/30/2011 0:00,24,M,Black or African American,37,F,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
8/2/2011 0:00,30,M,White,25,M,White,Murder and Nonnegligent Manslaughter,Handgun
8/2/2011 0:00,30,M,White,25,M,White,Murder and Nonnegligent Manslaughter,Handgun
8/3/2011 0:00,31,M,Black or African American,17,M,Black or African American,Murder and Nonnegligent Manslaughter,Other
8/3/2011 0:00,31,M,Black or African American,17,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
8/4/2011 0:00,34,M,White,34,M,White,Murder and Nonnegligent Manslaughter,Handgun
8/4/2011 0:00,34,M,White,34,M,White,Murder and Nonnegligent Manslaughter,Handgun
8/4/2011 0:00,34,M,White,40,M,White,Murder and Nonnegligent Manslaughter,Handgun
8/4/2011 0:00,34,M,White,40,M,White,Murder and Nonnegligent Manslaughter,Handgun
8/5/2011 0:00,18,M,Black or African American,17,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
8/5/2011 0:00,18,M,Black or African American,17,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
8/7/2011 0:00,36,M,Black or African American,33,F,Black or African American,Murder and Nonnegligent Manslaughter,Blunt Object
8/7/2011 0:00,33,M,White,48,M,Unknown,Murder and Nonnegligent Manslaughter,Handgun (Automatic)
8/7/2011 0:00,33,M,White,48,M,Unknown,Murder and Nonnegligent Manslaughter,Handgun (Automatic)
8/7/2011 0:00,33,M,White,16,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun (Automatic)
8/7/2011 0:00,33,M,White,16,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun (Automatic)
8/8/2011 0:00,38,M,White,40,M,White,Murder and Nonnegligent Manslaughter,Personal Weapons
8/8/2011 0:00,38,M,White,40,M,White,Murder and Nonnegligent Manslaughter,Blunt Object
8/8/2011 0:00,47,M,White,42,F,White,Murder and Nonnegligent Manslaughter,Knife/Cutting Instrument
8/8/2011 0:00,47,M,White,49,F,White,Murder and Nonnegligent Manslaughter,Knife/Cutting Instrument
8/8/2011 0:00,22,M,Black or African American,18,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
8/9/2011 0:00,17,M,Black or African American,22,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
8/9/2011 0:00,17,M,Black or African American,22,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
8/10/2011 0:00,22,M,Black or African American,22,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
8/10/2011 0:00,22,M,Black or African American,22,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
8/10/2011 0:00,16,M,White,49,F,White,Murder and Nonnegligent Manslaughter,Knife/Cutting Instrument
8/12/2011 0:00,19,M,White,,F,White,Negligent Manslaughter,Other
8/12/2011 0:00,22,M,Black or African American,23,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
8/12/2011 0:00,22,M,Black or African American,23,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
8/12/2011 0:00,22,M,Black or African American,37,F,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
8/12/2011 0:00,22,M,Black or African American,37,F,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
8/14/2011 0:00,31,M,White,28,M,White,Murder and Nonnegligent Manslaughter,Knife/Cutting Instrument
8/14/2011 0:00,17,F,White,17,F,White,Negligent Manslaughter,Handgun
8/14/2011 0:00,22,M,White,17,M,White,Murder and Nonnegligent Manslaughter,Handgun
8/15/2011 0:00,28,M,White,45,M,White,Murder and Nonnegligent Manslaughter,Asphyxiation
8/17/2011 0:00,25,M,White,40,F,White,Murder and Nonnegligent Manslaughter,Blunt Object
8/17/2011 0:00,25,M,White,40,F,White,Murder and Nonnegligent Manslaughter,Other
8/17/2011 0:00,25,M,White,45,M,White,Murder and Nonnegligent Manslaughter,Blunt Object
8/17/2011 0:00,25,M,White,45,M,White,Murder and Nonnegligent Manslaughter,Other
8/17/2011 0:00,20,F,White,40,F,White,Murder and Nonnegligent Manslaughter,Blunt Object
8/17/2011 0:00,20,F,White,40,F,White,Murder and Nonnegligent Manslaughter,Other
8/17/2011 0:00,20,F,White,45,M,White,Murder and Nonnegligent Manslaughter,Blunt Object
8/17/2011 0:00,20,F,White,45,M,White,Murder and Nonnegligent Manslaughter,Other
8/18/2011 0:00,30,M,White,40,F,White,Murder and Nonnegligent Manslaughter,Blunt Object
8/18/2011 0:00,30,M,White,40,F,White,Murder and Nonnegligent Manslaughter,Other
8/18/2011 0:00,30,M,White,45,M,White,Murder and Nonnegligent Manslaughter,Blunt Object
8/18/2011 0:00,30,M,White,45,M,White,Murder and Nonnegligent Manslaughter,Other
8/18/2011 0:00,49,M,White,81,F,White,Murder and Nonnegligent Manslaughter,Blunt Object
8/19/2011 0:00,24,M,Black or African American,,U,Unknown,Murder and Nonnegligent Manslaughter,Knife/Cutting Instrument
8/19/2011 0:00,45,M,White,44,F,White,Murder and Nonnegligent Manslaughter,Handgun (Automatic)
8/20/2011 0:00,29,M,Black or African American,25,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun (Automatic)
8/20/2011 0:00,29,M,Black or African American,25,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun (Automatic)
8/20/2011 0:00,29,M,Black or African American,20,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun (Automatic)
8/20/2011 0:00,29,M,Black or African American,20,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun (Automatic)
8/21/2011 0:00,45,M,Black or African American,48,M,Black or African American,Murder and Nonnegligent Manslaughter,Rifle
8/22/2011 0:00,39,M,Black or African American,31,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
8/22/2011 0:00,16,M,Black or African American,4,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
8/22/2011 0:00,16,M,Black or African American,4,M,Black or African American,Murder and Nonnegligent Manslaughter,Other
8/22/2011 0:00,16,M,Black or African American,22,F,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
8/22/2011 0:00,16,M,Black or African American,22,F,Black or African American,Murder and Nonnegligent Manslaughter,Other
8/22/2011 0:00,16,M,Black or African American,31,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
8/22/2011 0:00,16,M,Black or African American,31,M,Black or African American,Murder and Nonnegligent Manslaughter,Other
8/22/2011 0:00,16,M,Black or African American,21,F,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
8/22/2011 0:00,16,M,Black or African American,21,F,Black or African American,Murder and Nonnegligent Manslaughter,Other
8/22/2011 0:00,18,M,Black or African American,4,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
8/22/2011 0:00,18,M,Black or African American,4,M,Black or African American,Murder and Nonnegligent Manslaughter,Other
8/22/2011 0:00,18,M,Black or African American,22,F,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
8/22/2011 0:00,18,M,Black or African American,22,F,Black or African American,Murder and Nonnegligent Manslaughter,Other
8/22/2011 0:00,18,M,Black or African American,31,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
8/22/2011 0:00,18,M,Black or African American,31,M,Black or African American,Murder and Nonnegligent Manslaughter,Other
8/22/2011 0:00,18,M,Black or African American,21,F,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
8/22/2011 0:00,18,M,Black or African American,21,F,Black or African American,Murder and Nonnegligent Manslaughter,Other
8/22/2011 0:00,17,M,Black or African American,21,F,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
8/24/2011 0:00,47,F,White,73,F,White,Murder and Nonnegligent Manslaughter,Handgun (Automatic)
8/24/2011 0:00,47,F,White,73,F,White,Murder and Nonnegligent Manslaughter,Handgun (Automatic)
8/24/2011 0:00,47,F,White,75,F,Unknown,Murder and Nonnegligent Manslaughter,Handgun (Automatic)
8/24/2011 0:00,47,F,White,75,F,Unknown,Murder and Nonnegligent Manslaughter,Handgun (Automatic)
8/24/2011 0:00,34,M,White,48,M,White,Murder and Nonnegligent Manslaughter,Handgun
8/25/2011 0:00,23,F,Black or African American,,M,Black or African American,Murder and Nonnegligent Manslaughter,Other
8/25/2011 0:00,25,M,White,28,M,White,Murder and Nonnegligent Manslaughter,Firearm
8/26/2011 0:00,21,M,Black or African American,26,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
8/26/2011 0:00,21,M,Black or African American,26,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
8/27/2011 0:00,21,M,Black or African American,2,M,Black or African American,Murder and Nonnegligent Manslaughter,Firearm
8/27/2011 0:00,21,M,Black or African American,2,M,Black or African American,Murder and Nonnegligent Manslaughter,Other
8/27/2011 0:00,21,M,Black or African American,4,M,Black or African American,Murder and Nonnegligent Manslaughter,Firearm
8/27/2011 0:00,21,M,Black or African American,4,M,Black or African American,Murder and Nonnegligent Manslaughter,Other
8/27/2011 0:00,21,M,Black or African American,7,F,Black or African American,Murder and Nonnegligent Manslaughter,Firearm
8/27/2011 0:00,21,M,Black or African American,7,F,Black or African American,Murder and Nonnegligent Manslaughter,Other
8/27/2011 0:00,21,M,Black or African American,6,M,Black or African American,Murder and Nonnegligent Manslaughter,Firearm
8/27/2011 0:00,21,M,Black or African American,6,M,Black or African American,Murder and Nonnegligent Manslaughter,Other
8/27/2011 0:00,21,M,Black or African American,26,F,Black or African American,Murder and Nonnegligent Manslaughter,Firearm
8/27/2011 0:00,21,M,Black or African American,26,F,Black or African American,Murder and Nonnegligent Manslaughter,Other
8/27/2011 0:00,21,M,Black or African American,28,F,Black or African American,Murder and Nonnegligent Manslaughter,Firearm
8/27/2011 0:00,21,M,Black or African American,28,F,Black or African American,Murder and Nonnegligent Manslaughter,Other
8/27/2011 0:00,21,M,Black or African American,8,F,Black or African American,Murder and Nonnegligent Manslaughter,Firearm
8/27/2011 0:00,21,M,Black or African American,8,F,Black or African American,Murder and Nonnegligent Manslaughter,Other
8/27/2011 0:00,21,M,Black or African American,4,F,Black or African American,Murder and Nonnegligent Manslaughter,Firearm
8/27/2011 0:00,21,M,Black or African American,4,F,Black or African American,Murder and Nonnegligent Manslaughter,Other
8/27/2011 0:00,21,M,Black or African American,12,F,Black or African American,Murder and Nonnegligent Manslaughter,Firearm
8/27/2011 0:00,21,M,Black or African American,12,F,Black or African American,Murder and Nonnegligent Manslaughter,Other
8/27/2011 0:00,21,M,Black or African American,1,M,Black or African American,Murder and Nonnegligent Manslaughter,Firearm
8/27/2011 0:00,21,M,Black or African American,1,M,Black or African American,Murder and Nonnegligent Manslaughter,Other
8/27/2011 0:00,21,M,Black or African American,3,M,Black or African American,Murder and Nonnegligent Manslaughter,Firearm
8/27/2011 0:00,21,M,Black or African American,3,M,Black or African American,Murder and Nonnegligent Manslaughter,Other
8/27/2011 0:00,21,M,Black or African American,5,M,Black or African American,Murder and Nonnegligent Manslaughter,Firearm
8/27/2011 0:00,21,M,Black or African American,5,M,Black or African American,Murder and Nonnegligent Manslaughter,Other
8/27/2011 0:00,21,M,Black or African American,8,M,Black or African American,Murder and Nonnegligent Manslaughter,Firearm
8/27/2011 0:00,21,M,Black or African American,8,M,Black or African American,Murder and Nonnegligent Manslaughter,Other
8/27/2011 0:00,21,M,Black or African American,7,F,Black or African American,Murder and Nonnegligent Manslaughter,Firearm
8/27/2011 0:00,21,M,Black or African American,7,F,Black or African American,Murder and Nonnegligent Manslaughter,Other
8/27/2011 0:00,24,M,Black or African American,2,M,Black or African American,Murder and Nonnegligent Manslaughter,Firearm
8/27/2011 0:00,24,M,Black or African American,2,M,Black or African American,Murder and Nonnegligent Manslaughter,Other
8/27/2011 0:00,24,M,Black or African American,4,M,Black or African American,Murder and Nonnegligent Manslaughter,Firearm
8/27/2011 0:00,24,M,Black or African American,4,M,Black or African American,Murder and Nonnegligent Manslaughter,Other
8/27/2011 0:00,24,M,Black or African American,7,F,Black or African American,Murder and Nonnegligent Manslaughter,Firearm
8/27/2011 0:00,24,M,Black or African American,7,F,Black or African American,Murder and Nonnegligent Manslaughter,Other
8/27/2011 0:00,24,M,Black or African American,6,M,Black or African American,Murder and Nonnegligent Manslaughter,Firearm
8/27/2011 0:00,24,M,Black or African American,6,M,Black or African American,Murder and Nonnegligent Manslaughter,Other
8/27/2011 0:00,24,M,Black or African American,26,F,Black or African American,Murder and Nonnegligent Manslaughter,Firearm
8/27/2011 0:00,24,M,Black or African American,26,F,Black or African American,Murder and Nonnegligent Manslaughter,Other
8/27/2011 0:00,24,M,Black or African American,28,F,Black or African American,Murder and Nonnegligent Manslaughter,Firearm
8/27/2011 0:00,24,M,Black or African American,28,F,Black or African American,Murder and Nonnegligent Manslaughter,Other
8/27/2011 0:00,24,M,Black or African American,8,F,Black or African American,Murder and Nonnegligent Manslaughter,Firearm
8/27/2011 0:00,24,M,Black or African American,8,F,Black or African American,Murder and Nonnegligent Manslaughter,Other
8/27/2011 0:00,24,M,Black or African American,4,F,Black or African American,Murder and Nonnegligent Manslaughter,Firearm
8/27/2011 0:00,24,M,Black or African American,4,F,Black or African American,Murder and Nonnegligent Manslaughter,Other
8/27/2011 0:00,24,M,Black or African American,12,F,Black or African American,Murder and Nonnegligent Manslaughter,Firearm
8/27/2011 0:00,24,M,Black or African American,12,F,Black or African American,Murder and Nonnegligent Manslaughter,Other
8/27/2011 0:00,24,M,Black or African American,1,M,Black or African American,Murder and Nonnegligent Manslaughter,Firearm
8/27/2011 0:00,24,M,Black or African American,1,M,Black or African American,Murder and Nonnegligent Manslaughter,Other
8/27/2011 0:00,24,M,Black or African American,3,M,Black or African American,Murder and Nonnegligent Manslaughter,Firearm
8/27/2011 0:00,24,M,Black or African American,3,M,Black or African American,Murder and Nonnegligent Manslaughter,Other
8/27/2011 0:00,24,M,Black or African American,5,M,Black or African American,Murder and Nonnegligent Manslaughter,Firearm
8/27/2011 0:00,24,M,Black or African American,5,M,Black or African American,Murder and Nonnegligent Manslaughter,Other
8/27/2011 0:00,24,M,Black or African American,8,M,Black or African American,Murder and Nonnegligent Manslaughter,Firearm
8/27/2011 0:00,24,M,Black or African American,8,M,Black or African American,Murder and Nonnegligent Manslaughter,Other
8/27/2011 0:00,24,M,Black or African American,7,F,Black or African American,Murder and Nonnegligent Manslaughter,Firearm
8/27/2011 0:00,24,M,Black or African American,7,F,Black or African American,Murder and Nonnegligent Manslaughter,Other
8/28/2011 0:00,20,M,Black or African American,47,M,Black or African American,Murder and Nonnegligent Manslaughter,Rifle
8/29/2011 0:00,19,M,Black or African American,16,M,Black or African American,Murder and Nonnegligent Manslaughter,Firearm
8/29/2011 0:00,19,M,Black or African American,16,M,Black or African American,Murder and Nonnegligent Manslaughter,Firearm
8/29/2011 0:00,19,M,Black or African American,36,M,Black or African American,Murder and Nonnegligent Manslaughter,Firearm
8/29/2011 0:00,19,M,Black or African American,36,M,Black or African American,Murder and Nonnegligent Manslaughter,Firearm
9/1/2011 0:00,37,M,White,35,F,White,Murder and Nonnegligent Manslaughter,Firearm
9/2/2011 0:00,45,M,White,29,F,White,Murder and Nonnegligent Manslaughter,Shotgun (Automatic)
9/5/2011 0:00,24,F,Black or African American,25,M,White,Murder and Nonnegligent Manslaughter,Knife/Cutting Instrument
9/5/2011 0:00,58,M,White,36,M,White,Murder and Nonnegligent Manslaughter,Handgun
9/5/2011 0:00,39,M,White,26,F,White,Murder and Nonnegligent Manslaughter,Shotgun
9/7/2011 0:00,21,M,Black or African American,22,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
9/7/2011 0:00,21,M,Black or African American,22,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
9/8/2011 0:00,39,M,White,,F,White,Murder and Nonnegligent Manslaughter,Personal Weapons
9/8/2011 0:00,33,F,Black or African American,25,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
9/8/2011 0:00,37,M,White,29,F,White,Murder and Nonnegligent Manslaughter,Rifle
9/9/2011 0:00,52,M,White,36,F,White,Murder and Nonnegligent Manslaughter,Handgun
9/9/2011 0:00,52,M,White,36,F,White,Murder and Nonnegligent Manslaughter,Firearm
9/13/2011 0:00,23,M,Black or African American,32,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
9/13/2011 0:00,25,F,White,,M,White,Murder and Nonnegligent Manslaughter,Personal Weapons
9/13/2011 0:00,25,F,White,,M,White,Murder and Nonnegligent Manslaughter,Personal Weapons
9/15/2011 0:00,28,F,Black or African American,39,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
9/15/2011 0:00,24,M,Black or African American,32,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
9/16/2011 0:00,21,M,Black or African American,32,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
9/18/2011 0:00,41,M,Black or African American,25,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
9/19/2011 0:00,27,M,White,48,M,White,Murder and Nonnegligent Manslaughter,Unknown
9/19/2011 0:00,27,M,White,48,M,White,Murder and Nonnegligent Manslaughter,Other
9/21/2011 0:00,34,M,Black or African American,28,F,White,Murder and Nonnegligent Manslaughter,Firearm
9/21/2011 0:00,34,M,Black or African American,28,F,White,Murder and Nonnegligent Manslaughter,Firearm
9/21/2011 0:00,34,M,Black or African American,46,M,Black or African American,Murder and Nonnegligent Manslaughter,Firearm
9/21/2011 0:00,34,M,Black or African American,46,M,Black or African American,Murder and Nonnegligent Manslaughter,Firearm
9/22/2011 0:00,27,M,White,64,M,White,Murder and Nonnegligent Manslaughter,Handgun (Automatic)
9/22/2011 0:00,27,M,White,64,M,White,Murder and Nonnegligent Manslaughter,Handgun (Automatic)
9/22/2011 0:00,27,M,White,64,M,White,Murder and Nonnegligent Manslaughter,Handgun (Automatic)
9/22/2011 0:00,24,M,Black or African American,33,M,White,Murder and Nonnegligent Manslaughter,Handgun
9/22/2011 0:00,24,M,Black or African American,30,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
9/24/2011 0:00,16,M,Black or African American,27,M,White,Murder and Nonnegligent Manslaughter,Blunt Object
9/24/2011 0:00,19,M,White,27,M,White,Murder and Nonnegligent Manslaughter,Blunt Object
9/25/2011 0:00,18,M,Black or African American,17,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
9/25/2011 0:00,27,M,White,27,M,White,Murder and Nonnegligent Manslaughter,Blunt Object
9/27/2011 0:00,20,M,Black or African American,25,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
9/29/2011 0:00,52,M,White,62,M,White,Murder and Nonnegligent Manslaughter,Personal Weapons
9/29/2011 0:00,52,M,White,62,M,White,Murder and Nonnegligent Manslaughter,Handgun
9/29/2011 0:00,52,M,White,57,M,White,Murder and Nonnegligent Manslaughter,Personal Weapons
9/29/2011 0:00,52,M,White,57,M,White,Murder and Nonnegligent Manslaughter,Handgun
9/29/2011 0:00,23,M,Black or African American,20,M,Black or African American,Murder and Nonnegligent Manslaughter,Firearm
9/30/2011 0:00,24,M,White,89,F,White,Murder and Nonnegligent Manslaughter,Handgun
9/30/2011 0:00,27,M,Black or African American,31,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
10/1/2011 0:00,19,M,Black or African American,21,M,Black or African American,Murder and Nonnegligent Manslaughter,Shotgun
10/3/2011 0:00,32,M,Black or African American,48,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
10/3/2011 0:00,18,M,Black or African American,16,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
10/3/2011 0:00,18,M,Black or African American,16,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
10/3/2011 0:00,18,M,Black or African American,20,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
10/3/2011 0:00,18,M,Black or African American,20,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
10/6/2011 0:00,16,M,White,15,M,Black or African American,Murder and Nonnegligent Manslaughter,Knife/Cutting Instrument
10/6/2011 0:00,21,M,Black or African American,18,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
10/6/2011 0:00,21,M,Black or African American,18,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
10/6/2011 0:00,21,M,Black or African American,35,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
10/6/2011 0:00,21,M,Black or African American,35,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
10/7/2011 0:00,32,M,White,35,F,White,Murder and Nonnegligent Manslaughter,Motor Vehicle
10/7/2011 0:00,32,M,White,35,F,White,Murder and Nonnegligent Manslaughter,Knife/Cutting Instrument
10/8/2011 0:00,20,M,Black or African American,60,M,"Asian, Native Hawaiian, or Other Pacific Islander",Murder and Nonnegligent Manslaughter,Handgun
10/9/2011 0:00,24,M,Black or African American,60,M,"Asian, Native Hawaiian, or Other Pacific Islander",Murder and Nonnegligent Manslaughter,Handgun
10/10/2011 0:00,17,M,White,51,F,White,Murder and Nonnegligent Manslaughter,Fire/Incendiary Device
10/10/2011 0:00,17,M,White,51,F,White,Murder and Nonnegligent Manslaughter,Firearm
10/10/2011 0:00,17,M,White,54,M,White,Murder and Nonnegligent Manslaughter,Fire/Incendiary Device
10/10/2011 0:00,17,M,White,54,M,White,Murder and Nonnegligent Manslaughter,Firearm
10/11/2011 0:00,21,M,White,51,F,White,Murder and Nonnegligent Manslaughter,Fire/Incendiary Device
10/11/2011 0:00,21,M,White,51,F,White,Murder and Nonnegligent Manslaughter,Firearm
10/11/2011 0:00,21,M,White,54,M,White,Murder and Nonnegligent Manslaughter,Fire/Incendiary Device
10/11/2011 0:00,21,M,White,54,M,White,Murder and Nonnegligent Manslaughter,Firearm
10/12/2011 0:00,26,M,Black or African American,25,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
10/12/2011 0:00,26,M,Black or African American,25,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun (Automatic)
10/12/2011 0:00,26,M,Black or African American,18,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
10/12/2011 0:00,26,M,Black or African American,18,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun (Automatic)
10/13/2011 0:00,18,M,Black or African American,18,F,White,Murder and Nonnegligent Manslaughter,Handgun
10/13/2011 0:00,18,M,Black or African American,18,F,White,Murder and Nonnegligent Manslaughter,Handgun (Automatic)
10/13/2011 0:00,18,M,Black or African American,18,F,White,Murder and Nonnegligent Manslaughter,Handgun
10/13/2011 0:00,18,M,Black or African American,18,F,White,Murder and Nonnegligent Manslaughter,Firearm
10/13/2011 0:00,18,M,Black or African American,20,F,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
10/13/2011 0:00,18,M,Black or African American,20,F,Black or African American,Murder and Nonnegligent Manslaughter,Handgun (Automatic)
10/13/2011 0:00,18,M,Black or African American,20,F,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
10/13/2011 0:00,18,M,Black or African American,20,F,Black or African American,Murder and Nonnegligent Manslaughter,Firearm
10/13/2011 0:00,18,M,Black or African American,28,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
10/13/2011 0:00,18,M,Black or African American,28,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun (Automatic)
10/13/2011 0:00,18,M,Black or African American,28,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
10/13/2011 0:00,18,M,Black or African American,28,M,Black or African American,Murder and Nonnegligent Manslaughter,Firearm
10/13/2011 0:00,18,M,Black or African American,21,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
